epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
27,,9827,,,0.8425999879837036,0.4639444351196289
27,,9827,0.8875533938407898,0.3250851631164551,,
,0.0003,9828,,,,
28,,10178,,,0.8226000070571899,0.5324527621269226
28,,10178,0.8896901607513428,0.3173728883266449,,
,0.0003,10179,,,,
29,,10529,,,0.8483999967575073,0.4658842384815216
29,,10529,0.8902466297149658,0.31477785110473633,,
,0.0003,10530,,,,
30,,10880,,,0.8248000144958496,0.5557587146759033
30,,10880,0.8955217003822327,0.3034912645816803,,
,0.0003,10881,,,,
31,,11231,,,0.847000002861023,0.457152783870697
31,,11231,0.8953658938407898,0.30079591274261475,,
,0.0003,11232,,,,
32,,11582,,,0.8435999751091003,0.46874603629112244
32,,11582,0.897213339805603,0.29185521602630615,,
,0.0003,11583,,,,
33,,11933,,,0.8352000117301941,0.5265793800354004
33,,11933,0.8997507095336914,0.2872777581214905,,
,0.0003,11934,,,,
34,,12284,,,0.8317999839782715,0.5376733541488647
34,,12284,0.901976466178894,0.2810203433036804,,
,0.0003,12285,,,,
35,,12635,,,0.8226000070571899,0.5776855945587158
35,,12635,0.9038016200065613,0.27716317772865295,,
,0.0003,12636,,,,
36,,12986,,,0.8547999858856201,0.4453604519367218
36,,12986,0.9050703644752502,0.27269259095191956,,
,0.0003,12987,,,,
37,,13337,,,0.8453999757766724,0.49940523505210876
37,,13337,0.9069622755050659,0.26847192645072937,,
,0.0003,13338,,,,
38,,13688,,,0.8438000082969666,0.46974384784698486
38,,13688,0.9102341532707214,0.25826913118362427,,
,0.0003,13689,,,,
39,,14039,,,0.8343999981880188,0.5010730624198914
39,,14039,0.9121260643005371,0.2529461085796356,,
,0.0003,14040,,,,
40,,14390,,,0.8148000240325928,0.6391008496284485
40,,14390,0.91317218542099,0.24932914972305298,,
,0.0003,14391,,,,
41,,14741,,,0.8578000068664551,0.43228623270988464
41,,14741,0.9151753783226013,0.24717766046524048,,
,0.0003,14742,,,,
42,,15092,,,0.843999981880188,0.4900245666503906
42,,15092,0.9140402674674988,0.24454058706760406,,
,0.0003,15093,,,,
43,,15443,,,0.8636000156402588,0.4427536725997925
43,,15443,0.9167556762695312,0.23793308436870575,,
,0.0003,15444,,,,
44,,15794,,,0.8438000082969666,0.4907803237438202
44,,15794,0.9171785712242126,0.2396456003189087,,
,0.0003,15795,,,,
45,,16145,,,0.855400025844574,0.43217143416404724
45,,16145,0.9184250235557556,0.23113857209682465,,
,0.0003,16146,,,,
46,,16496,,,0.8464000225067139,0.48504170775413513
46,,16496,0.9202056527137756,0.22836393117904663,,
,0.0003,16497,,,,
47,,16847,,,0.8342000246047974,0.5439582467079163
47,,16847,0.9230546355247498,0.2200794219970703,,
,0.0003,16848,,,,
48,,17198,,,0.8579999804496765,0.4513832926750183
48,,17198,0.9226985573768616,0.21775712072849274,,
