epoch,train_loss,train_acc,val_loss,val_acc
1,,,1.6966636180877686,0.39480000734329224
2,1.896918773651123,0.2990562617778778,1.5370820760726929,0.451200008392334
3,1.6532399654388428,0.3967013955116272,1.4418092966079712,0.4851999878883362
4,1.5409595966339111,0.43961450457572937,1.3808915615081787,0.5103999972343445
5,1.4701215028762817,0.46737000346183777,1.328640103340149,0.520799994468689
6,1.4178699254989624,0.4847533702850342,1.3057498931884766,0.5238000154495239
7,1.3766683340072632,0.5008235573768616,1.274436354637146,0.5382000207901001
8,1.3422136306762695,0.512597918510437,1.2125824689865112,0.5591999888420105
9,1.3139358758926392,0.5238826274871826,1.237327218055725,0.5595999956130981
10,1.2874094247817993,0.53461092710495,1.1969326734542847,0.5784000158309937
11,1.2709593772888184,0.5405315160751343,1.188541293144226,0.5785999894142151
12,1.2472106218338013,0.549902081489563,1.146976113319397,0.5932000279426575
13,1.2237533330917358,0.5587607026100159,1.1298015117645264,0.5971999764442444
14,1.2126126289367676,0.5608751773834229,1.1186424493789673,0.5971999764442444
15,1.1988199949264526,0.565527081489563,1.119161605834961,0.6057999730110168
16,1.178757667541504,0.5749421119689941,1.0967435836791992,0.6069999933242798
17,1.1686203479766846,0.5789262652397156,1.103393793106079,0.6133999824523926
18,1.1566346883773804,0.583800733089447,1.101043701171875,0.6119999885559082
19,1.1462781429290771,0.5864271521568298,1.1114505529403687,0.6096000075340271
20,1.133387565612793,0.5932380557060242,1.073208212852478,0.614799976348877
21,1.1210798025131226,0.5959757566452026,1.058047890663147,0.623199999332428
22,1.1120437383651733,0.6000489592552185,1.0642428398132324,0.6273999810218811
23,1.093376874923706,0.6082175970077515,1.0660232305526733,0.6226000189781189
24,1.0890141725540161,0.6112223863601685,1.0383046865463257,0.6308000087738037
25,1.076255202293396,0.6149839758872986,1.0297802686691284,0.6366000175476074
26,1.0664031505584717,0.6201477646827698,1.0024741888046265,0.644599974155426
27,1.0624234676361084,0.617521345615387,1.0139740705490112,0.6435999870300293
28,1.051522135734558,0.6227074265480042,1.0162156820297241,0.6394000053405762
29,1.0401822328567505,0.6291177272796631,1.0030238628387451,0.6474000215530396
30,1.0326379537582397,0.633146345615387,0.9866358637809753,0.6579999923706055
31,1.025242567062378,0.6337473392486572,0.9859509468078613,0.6434000134468079
32,1.0118471384048462,0.6363292336463928,0.9821239113807678,0.6582000255584717
33,1.001222848892212,0.6406917572021484,1.0167431831359863,0.6438000202178955
34,0.9937098026275635,0.6440526843070984,0.9896015524864197,0.6564000248908997
35,0.9845361113548279,0.6483262181282043,0.9738953113555908,0.6611999869346619
36,0.9806381464004517,0.6492165327072144,0.9772364497184753,0.6556000113487244
37,0.973237156867981,0.650574266910553,0.9369768500328064,0.6710000038146973
38,0.9614425897598267,0.6563835740089417,0.9603683352470398,0.6639999747276306
39,0.9484930038452148,0.6609241366386414,0.9216573238372803,0.678600013256073
40,0.941338062286377,0.6637731194496155,0.9760070443153381,0.6585999727249146
41,0.9341506361961365,0.6653979420661926,0.9124030470848083,0.680400013923645
42,0.9230140447616577,0.6709624528884888,0.9342483282089233,0.6723999977111816
43,0.9189817309379578,0.6730101704597473,0.9189693331718445,0.6736000180244446
44,0.9152453541755676,0.6723201274871826,0.9046783447265625,0.6814000010490417
