epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
42,,15092,0.6723201274871826,0.9152453541755676,,
,0.0003,15093,,,,
43,,15443,,,0.6814000010490417,0.9046783447265625
43,,15443,0.6783742904663086,0.9072635173797607,,
,0.0003,15444,,,,
44,,15794,,,0.6769999861717224,0.9108307361602783
44,,15794,0.6804220080375671,0.8924611210823059,,
,0.0003,15795,,,,
45,,16145,,,0.6881999969482422,0.9060605764389038
45,,16145,0.6811787486076355,0.8904739022254944,,
,0.0003,16146,,,,
46,,16496,,,0.6783999800682068,0.9216934442520142
46,,16496,0.6850293874740601,0.8783819079399109,,
,0.0003,16497,,,,
47,,16847,,,0.6904000043869019,0.8837429881095886
47,,16847,0.684472918510437,0.8811471462249756,,
,0.0003,16848,,,,
48,,17198,,,0.6823999881744385,0.9003744125366211
48,,17198,0.6932425498962402,0.8647598028182983,,
,0.0003,17199,,,,
