epoch,train_loss,train_acc,val_loss,val_acc
1,,,1.4674655199050903,0.4772000014781952
2,1.740714192390442,0.3704594075679779,1.3923200368881226,0.5081999897956848
3,1.4752671718597412,0.4635861814022064,1.316424012184143,0.5324000120162964
4,1.391756296157837,0.49788549542427063,1.253614902496338,0.5605999827384949
5,1.3285216093063354,0.5216791033744812,1.208759069442749,0.571399986743927
6,1.2833176851272583,0.5359908938407898,1.2202808856964111,0.5630000233650208
7,1.2467443943023682,0.5503472089767456,1.1686716079711914,0.5853999853134155
8,1.2115058898925781,0.5643251538276672,1.1429120302200317,0.5932000279426575
9,1.187944769859314,0.5735176205635071,1.1302361488342285,0.599399983882904
10,1.1572849750518799,0.5872061848640442,1.1244070529937744,0.5996000170707703
11,1.142393946647644,0.5881187915802002,1.134411334991455,0.5982000231742859
12,1.1147781610488892,0.5996928215026855,1.0668729543685913,0.6237999796867371
13,1.089979648590088,0.6112223863601685,1.0520294904708862,0.6294000148773193
14,1.0767910480499268,0.6139823794364929,1.0568299293518066,0.6338000297546387
15,1.0526031255722046,0.622885525226593,1.0517016649246216,0.6287999749183655
16,1.0356435775756836,0.6289619207382202,1.0293653011322021,0.6349999904632568
17,1.0173360109329224,0.6378650069236755,1.017486810684204,0.6442000269889832
18,1.0028177499771118,0.6406695246696472,1.0233800411224365,0.6420000195503235
19,0.9818291068077087,0.6494613885879517,1.0067769289016724,0.6514000296592712
20,0.96275395154953,0.6560051441192627,1.0051171779632568,0.651199996471405
21,0.9516476392745972,0.6611689925193787,0.9848933815956116,0.6549999713897705
22,0.9391830563545227,0.6638844609260559,0.9728705883026123,0.6620000004768372
23,0.9203305244445801,0.6717414259910583,0.9643875956535339,0.6611999869346619
24,0.9067807793617249,0.6752804517745972,0.9688798785209656,0.6660000085830688
25,0.8893513679504395,0.6822248697280884,0.9510278105735779,0.6624000072479248
26,0.881843090057373,0.6841613054275513,0.9660875797271729,0.6629999876022339
27,0.858604907989502,0.6954460740089417,0.9261384010314941,0.6808000206947327
28,0.8526444435119629,0.6961582899093628,0.9473609328269958,0.6722000241279602
29,0.837245762348175,0.7015892267227173,0.9333078265190125,0.6725999712944031
30,0.8271451592445374,0.7059072256088257,0.9200506806373596,0.6815999746322632
31,0.8118447065353394,0.7087339758872986,0.958686351776123,0.6765999794006348
32,0.8004800081253052,0.7120949029922485,0.9127858281135559,0.6832000017166138
33,0.7847525477409363,0.71964031457901,0.900400698184967,0.6904000043869019
34,0.7722641229629517,0.7238025069236755,0.9002044200897217,0.6836000084877014
35,0.7539830803871155,0.7309473156929016,0.9012056589126587,0.6862000226974487
36,0.7485328316688538,0.731370210647583,0.9184363484382629,0.6905999779701233
37,0.7329542636871338,0.7380920648574829,0.8821941614151001,0.694599986076355
38,0.7232071757316589,0.7424991130828857,0.8985787034034729,0.6919999718666077
39,0.7100894451141357,0.7456151843070984,0.8893359303474426,0.6937999725341797
40,0.7007360458374023,0.7483751773834229,0.8723829984664917,0.7044000029563904
41,0.6892657279968262,0.7542290091514587,0.8974871039390564,0.699999988079071
42,0.6812501549720764,0.7554754018783569,0.8988979458808899,0.7003999948501587
43,0.6694548726081848,0.7601495981216431,0.8791090846061707,0.698199987411499
44,0.6660071611404419,0.7628205418586731,0.8619748950004578,0.7034000158309937
45,0.6509518027305603,0.7678730487823486,0.8983011841773987,0.7013999819755554
46,0.6389679312705994,0.7679175734519958,0.8757197260856628,0.7089999914169312
47,0.6277629137039185,0.7720130085945129,0.9193786978721619,0.7017999887466431
48,0.620176374912262,0.7774661779403687,0.8789401650428772,0.7077999711036682
49,0.6238711476325989,0.7756410241127014,0.8649188280105591,0.7074000239372253
50,0.6050633192062378,0.7817174196243286,0.8879919052124023,0.7116000056266785
